year,month,state,gender,value,unit,note
2016,July,All India,Male,221045,value in Thousands,
2016,July,All India,Female,205470,value in Thousands,
2015,October,West Bengal,Total,31965,value in Thousands,
2015,October,West Bengal,Male,16443,value in Thousands,
2015,October,West Bengal,Female,15522,value in Thousands,
2015,October,Uttarakhand,Total,3467,value in Thousands,
2015,October,Uttarakhand,Male,1840,value in Thousands,
2015,October,Uttarakhand,Female,1627,value in Thousands,
2015,October,Uttar Pradesh,Total,49287,value in Thousands,
2015,October,Uttar Pradesh,Male,26022,value in Thousands,
2015,October,Uttar Pradesh,Female,23264,value in Thousands,
2015,October,Tripura,Total,1198,value in Thousands,
2015,October,Tripura,Male,607,value in Thousands,
2015,October,Tripura,Female,591,value in Thousands,
2015,October,Telangana,Total,15328,value in Thousands,
2015,October,Telangana,Male,7714,value in Thousands,
2015,October,Telangana,Female,7614,value in Thousands,
2015,October,Tamil Nadu,Total,37516,value in Thousands,
2015,October,Tamil Nadu,Male,18758,value in Thousands,
2015,October,Tamil Nadu,Female,18758,value in Thousands,
2015,October,Sikkim,Total,218,value in Thousands,
2015,October,Sikkim,Male,114,value in Thousands,
2015,October,Sikkim,Female,104,value in Thousands,
2015,October,Rajasthan,Total,18847,value in Thousands,
2015,October,Rajasthan,Male,9847,value in Thousands,
2015,October,Rajasthan,Female,9000,value in Thousands,
2015,October,Punjab,Total,11361,value in Thousands,
2015,October,Punjab,Male,6059,value in Thousands,
2015,October,Punjab,Female,5302,value in Thousands,
2015,October,Puducherry,Total,960,value in Thousands,
2015,October,Puducherry,Male,470,value in Thousands,
2015,October,Puducherry,Female,490,value in Thousands,
2015,October,Odisha,Total,7664,value in Thousands,
2015,October,Odisha,Male,3967,value in Thousands,
2015,October,Odisha,Female,3697,value in Thousands,
2015,October,Nagaland,Total,732,value in Thousands,
2015,October,Nagaland,Male,383,value in Thousands,
2015,October,Nagaland,Female,348,value in Thousands,
2015,October,Mizoram,Total,613,value in Thousands,
2015,October,Mizoram,Male,307,value in Thousands,
2015,October,Mizoram,Female,306,value in Thousands,
2015,October,Meghalaya,Total,632,value in Thousands,
2015,October,Meghalaya,Male,316,value in Thousands,
2015,October,Meghalaya,Female,316,value in Thousands,
2015,October,Manipur,Total,913,value in Thousands,
2015,October,Manipur,Male,451,value in Thousands,
2015,October,Manipur,Female,462,value in Thousands,
2015,October,Maharashtra,Total,54960,value in Thousands,
2015,October,Maharashtra,Male,28881,value in Thousands,
2015,October,Maharashtra,Female,26079,value in Thousands,
2015,October,Madhya Pradesh,Total,22052,value in Thousands,
2015,October,Madhya Pradesh,Male,11497,value in Thousands,
2015,October,Madhya Pradesh,Female,10555,value in Thousands,
2015,October,Lakshadweep,Total,59,value in Thousands,
2015,October,Lakshadweep,Male,30,value in Thousands,
2015,October,Lakshadweep,Female,29,value in Thousands,
2015,October,Ladakh,Total,74,value in Thousands,
2015,October,Ladakh,Male,48,value in Thousands,
2015,October,Ladakh,Female,25,value in Thousands,
2015,October,Kerala,Total,20207,value in Thousands,
2015,October,Kerala,Male,9664,value in Thousands,
2015,October,Kerala,Female,10543,value in Thousands,
2015,October,Karnataka,Total,26140,value in Thousands,
2015,October,Karnataka,Male,13316,value in Thousands,
2015,October,Karnataka,Female,12823,value in Thousands,
2015,October,Jharkhand,Total,8848,value in Thousands,
2015,October,Jharkhand,Male,4633,value in Thousands,
2015,October,Jharkhand,Female,4216,value in Thousands,
2015,October,Jammu and Kashmir,Total,3679,value in Thousands,
2015,October,Jammu and Kashmir,Male,1992,value in Thousands,
2015,October,Jammu and Kashmir,Female,1687,value in Thousands,
2015,October,Himachal Pradesh,Total,723,value in Thousands,
2015,October,Himachal Pradesh,Male,390,value in Thousands,
2015,October,Himachal Pradesh,Female,333,value in Thousands,
2015,October,Haryana,Total,10280,value in Thousands,
2015,October,Haryana,Male,5489,value in Thousands,
2015,October,Haryana,Female,4792,value in Thousands,
2015,October,Gujarat,Total,29141,value in Thousands,
2015,October,Gujarat,Male,15501,value in Thousands,
2015,October,Gujarat,Female,13641,value in Thousands,
2015,October,Goa,Total,1019,value in Thousands,
2015,October,Goa,Male,521,value in Thousands,
2015,October,Goa,Female,498,value in Thousands,
2015,October,Delhi,Total,18247,value in Thousands,
2015,October,Delhi,Male,9768,value in Thousands,
2015,October,Delhi,Female,8479,value in Thousands,
2015,October,Daman and Diu,Total,278,value in Thousands,
2015,October,Daman and Diu,Male,182,value in Thousands,
2015,October,Daman and Diu,Female,96,value in Thousands,
2015,October,Dadra and Nagar Haveli,Total,255,value in Thousands,
2015,October,Dadra and Nagar Haveli,Male,152,value in Thousands,
2015,October,Dadra and Nagar Haveli,Female,103,value in Thousands,
2015,October,Chhattisgarh,Total,6779,value in Thousands,
2015,October,Chhattisgarh,Male,3466,value in Thousands,
2015,October,Chhattisgarh,Female,3313,value in Thousands,
2015,October,Chandigarh,Total,1115,value in Thousands,
2015,October,Chandigarh,Male,612,value in Thousands,
2015,October,Chandigarh,Female,503,value in Thousands,
2015,October,Bihar,Total,13238,value in Thousands,
2015,October,Bihar,Male,6986,value in Thousands,
2015,October,Bihar,Female,6252,value in Thousands,
2015,October,Assam,Total,4838,value in Thousands,
2015,October,Assam,Male,2486,value in Thousands,
2015,October,Assam,Female,2352,value in Thousands,
2015,October,Arunachal Pradesh,Total,348,value in Thousands,
2015,October,Arunachal Pradesh,Male,184,value in Thousands,
2015,October,Arunachal Pradesh,Female,164,value in Thousands,
2015,October,Andhra Pradesh,Total,16438,value in Thousands,
2015,October,Andhra Pradesh,Male,8273,value in Thousands,
2015,October,Andhra Pradesh,Female,8165,value in Thousands,
2015,October,Andaman and Nicobar Islands,Total,157,value in Thousands,
2015,October,Andaman and Nicobar Islands,Male,84,value in Thousands,
2015,October,Andaman and Nicobar Islands,Female,73,value in Thousands,
2015,October,All India,Total,419575,value in Thousands,
2015,October,All India,Male,217453,value in Thousands,
2015,October,All India,Female,202122,value in Thousands,
2015,March,West Bengal,Total,31590,value in Thousands,
2015,March,West Bengal,Male,16250,value in Thousands,
2015,March,West Bengal,Female,15340,value in Thousands,
2015,March,Uttarakhand,Total,3413,value in Thousands,
2015,March,Uttarakhand,Male,1812,value in Thousands,
2015,March,Uttarakhand,Female,1601,value in Thousands,
2015,March,Uttar Pradesh,Total,48667,value in Thousands,
2015,March,Uttar Pradesh,Male,25695,value in Thousands,
2015,March,Uttar Pradesh,Female,22972,value in Thousands,
2015,March,Tripura,Total,1166,value in Thousands,
2015,March,Tripura,Male,591,value in Thousands,
2015,March,Tripura,Female,575,value in Thousands,
2015,March,Telangana,Total,15231,value in Thousands,
2015,March,Telangana,Male,7665,value in Thousands,
2015,March,Telangana,Female,7566,value in Thousands,
2015,March,Tamil Nadu,Total,37180,value in Thousands,
2015,March,Tamil Nadu,Male,18590,value in Thousands,
2015,March,Tamil Nadu,Female,18590,value in Thousands,
2015,March,Sikkim,Total,209,value in Thousands,
2015,March,Sikkim,Male,109,value in Thousands,
2015,March,Sikkim,Female,100,value in Thousands,
2015,March,Rajasthan,Total,18615,value in Thousands,
2015,March,Rajasthan,Male,9726,value in Thousands,
2015,March,Rajasthan,Female,8889,value in Thousands,
2015,March,Punjab,Total,11236,value in Thousands,
2015,March,Punjab,Male,5993,value in Thousands,
2015,March,Punjab,Female,5243,value in Thousands,
2015,March,Puducherry,Total,946,value in Thousands,
2015,March,Puducherry,Male,463,value in Thousands,
2015,March,Puducherry,Female,483,value in Thousands,
2015,March,Odisha,Total,7578,value in Thousands,
2015,March,Odisha,Male,3922,value in Thousands,
2015,March,Odisha,Female,3656,value in Thousands,
2015,March,Nagaland,Total,710,value in Thousands,
2015,March,Nagaland,Male,372,value in Thousands,
2015,March,Nagaland,Female,338,value in Thousands,
2015,March,Mizoram,Total,608,value in Thousands,
2015,March,Mizoram,Male,304,value in Thousands,
2015,March,Mizoram,Female,304,value in Thousands,
2015,March,Meghalaya,Total,627,value in Thousands,
2015,March,Meghalaya,Male,313,value in Thousands,
2015,March,Meghalaya,Female,314,value in Thousands,
2015,March,Manipur,Total,903,value in Thousands,
2015,March,Manipur,Male,446,value in Thousands,
2015,March,Manipur,Female,457,value in Thousands,
2015,March,Maharashtra,Total,54426,value in Thousands,
2015,March,Maharashtra,Male,28600,value in Thousands,
2015,March,Maharashtra,Female,25826,value in Thousands,
2015,March,Madhya Pradesh,Total,21797,value in Thousands,
2015,March,Madhya Pradesh,Male,11364,value in Thousands,
2015,March,Madhya Pradesh,Female,10433,value in Thousands,
2015,March,Lakshadweep,Total,58,value in Thousands,
2015,March,Lakshadweep,Male,30,value in Thousands,
2015,March,Lakshadweep,Female,28,value in Thousands,
2015,March,Ladakh,Total,72,value in Thousands,
2015,March,Ladakh,Male,47,value in Thousands,
2015,March,Ladakh,Female,25,value in Thousands,
2015,March,Kerala,Total,19653,value in Thousands,
2015,March,Kerala,Male,9399,value in Thousands,
2015,March,Kerala,Female,10254,value in Thousands,
2015,March,Karnataka,Total,25813,value in Thousands,
2015,March,Karnataka,Male,13150,value in Thousands,
2015,March,Karnataka,Female,12663,value in Thousands,
2015,March,Jharkhand,Total,8730,value in Thousands,
2015,March,Jharkhand,Male,4571,value in Thousands,
2015,March,Jharkhand,Female,4159,value in Thousands,
2015,March,Jammu and Kashmir,Total,3639,value in Thousands,
2015,March,Jammu and Kashmir,Male,1970,value in Thousands,
2015,March,Jammu and Kashmir,Female,1669,value in Thousands,
2015,March,Himachal Pradesh,Total,719,value in Thousands,
2015,March,Himachal Pradesh,Male,388,value in Thousands,
2015,March,Himachal Pradesh,Female,331,value in Thousands,
2015,March,Haryana,Total,10092,value in Thousands,
2015,March,Haryana,Male,5388,value in Thousands,
2015,March,Haryana,Female,4704,value in Thousands,
2015,March,Gujarat,Total,28699,value in Thousands,
2015,March,Gujarat,Male,15265,value in Thousands,
2015,March,Gujarat,Female,13434,value in Thousands,
2015,March,Goa,Total,1004,value in Thousands,
2015,March,Goa,Male,513,value in Thousands,
2015,March,Goa,Female,491,value in Thousands,
2015,March,Delhi,Total,18009,value in Thousands,
2015,March,Delhi,Male,9641,value in Thousands,
2015,March,Delhi,Female,8368,value in Thousands,
2015,March,Daman and Diu,Total,266,value in Thousands,
2015,March,Daman and Diu,Male,173,value in Thousands,
2015,March,Daman and Diu,Female,93,value in Thousands,
2015,March,Dadra and Nagar Haveli,Total,242,value in Thousands,
2015,March,Dadra and Nagar Haveli,Male,144,value in Thousands,
2015,March,Dadra and Nagar Haveli,Female,98,value in Thousands,
2015,March,Chhattisgarh,Total,6669,value in Thousands,
2015,March,Chhattisgarh,Male,3410,value in Thousands,
2015,March,Chhattisgarh,Female,3259,value in Thousands,
2015,March,Chandigarh,Total,1104,value in Thousands,
2015,March,Chandigarh,Male,606,value in Thousands,
2015,March,Chandigarh,Female,498,value in Thousands,
2015,March,Bihar,Total,13046,value in Thousands,
2015,March,Bihar,Male,6884,value in Thousands,
2015,March,Bihar,Female,6162,value in Thousands,
2015,March,Assam,Total,4781,value in Thousands,
2015,March,Assam,Male,2457,value in Thousands,
2015,March,Assam,Female,2324,value in Thousands,
2015,March,Arunachal Pradesh,Total,344,value in Thousands,
2015,March,Arunachal Pradesh,Male,182,value in Thousands,
2015,March,Arunachal Pradesh,Female,162,value in Thousands,
2015,March,Andhra Pradesh,Total,16198,value in Thousands,
2015,March,Andhra Pradesh,Male,8152,value in Thousands,
2015,March,Andhra Pradesh,Female,8046,value in Thousands,
2015,March,Andaman and Nicobar Islands,Total,155,value in Thousands,
2015,March,Andaman and Nicobar Islands,Male,83,value in Thousands,
2015,March,Andaman and Nicobar Islands,Female,72,value in Thousands,
2015,March,All India,Total,414195,value in Thousands,
2015,March,All India,Male,214668,value in Thousands,
2015,March,All India,Female,199527,value in Thousands,
2015,July,West Bengal,Total,31804,value in Thousands,
2015,July,West Bengal,Male,16360,value in Thousands,
2015,July,West Bengal,Female,15444,value in Thousands,
2015,July,Uttarakhand,Total,3444,value in Thousands,
2015,July,Uttarakhand,Male,1828,value in Thousands,
2015,July,Uttarakhand,Female,1616,value in Thousands,
2015,July,Uttar Pradesh,Total,49021,value in Thousands,
2015,July,Uttar Pradesh,Male,25882,value in Thousands,
2015,July,Uttar Pradesh,Female,23139,value in Thousands,
2015,July,Tripura,Total,1184,value in Thousands,
2015,July,Tripura,Male,600,value in Thousands,
2015,July,Tripura,Female,584,value in Thousands,
2015,July,Telangana,Total,15231,value in Thousands,
2015,July,Telangana,Male,7665,value in Thousands,
2015,July,Telangana,Female,7566,value in Thousands,
2015,July,Tamil Nadu,Total,37372,value in Thousands,
2015,July,Tamil Nadu,Male,18686,value in Thousands,
2015,July,Tamil Nadu,Female,18686,value in Thousands,
2015,July,Sikkim,Total,214,value in Thousands,
2015,July,Sikkim,Male,112,value in Thousands,
2015,July,Sikkim,Female,102,value in Thousands,
2015,July,Rajasthan,Total,18748,value in Thousands,
2015,July,Rajasthan,Male,9795,value in Thousands,
2015,July,Rajasthan,Female,8953,value in Thousands,
2015,July,Punjab,Total,11307,value in Thousands,
2015,July,Punjab,Male,6031,value in Thousands,
2015,July,Punjab,Female,5277,value in Thousands,
2015,July,Puducherry,Total,954,value in Thousands,
2015,July,Puducherry,Male,467,value in Thousands,
2015,July,Puducherry,Female,487,value in Thousands,
2015,July,Odisha,Total,7627,value in Thousands,
2015,July,Odisha,Male,3948,value in Thousands,
2015,July,Odisha,Female,3679,value in Thousands,
2015,July,Nagaland,Total,722,value in Thousands,
2015,July,Nagaland,Male,379,value in Thousands,
2015,July,Nagaland,Female,344,value in Thousands,
2015,July,Mizoram,Total,611,value in Thousands,
2015,July,Mizoram,Male,306,value in Thousands,
2015,July,Mizoram,Female,305,value in Thousands,
2015,July,Meghalaya,Total,630,value in Thousands,
2015,July,Meghalaya,Male,315,value in Thousands,
2015,July,Meghalaya,Female,315,value in Thousands,
2015,July,Manipur,Total,909,value in Thousands,
2015,July,Manipur,Male,449,value in Thousands,
2015,July,Manipur,Female,460,value in Thousands,
2015,July,Maharashtra,Total,54731,value in Thousands,
2015,July,Maharashtra,Male,28761,value in Thousands,
2015,July,Maharashtra,Female,25971,value in Thousands,
2015,July,Madhya Pradesh,Total,21943,value in Thousands,
2015,July,Madhya Pradesh,Male,11440,value in Thousands,
2015,July,Madhya Pradesh,Female,10502,value in Thousands,
2015,July,Lakshadweep,Total,59,value in Thousands,
2015,July,Lakshadweep,Male,30,value in Thousands,
2015,July,Lakshadweep,Female,29,value in Thousands,
2015,July,Ladakh,Total,73,value in Thousands,
2015,July,Ladakh,Male,48,value in Thousands,
2015,July,Ladakh,Female,25,value in Thousands,
2015,July,Kerala,Total,19969,value in Thousands,
2015,July,Kerala,Male,9550,value in Thousands,
2015,July,Kerala,Female,10419,value in Thousands,
2015,July,Karnataka,Total,26000,value in Thousands,
2015,July,Karnataka,Male,13245,value in Thousands,
2015,July,Karnataka,Female,12755,value in Thousands,
2015,July,Jharkhand,Total,8798,value in Thousands,
2015,July,Jharkhand,Male,4606,value in Thousands,
2015,July,Jharkhand,Female,4192,value in Thousands,
2015,July,Jammu and Kashmir,Total,3662,value in Thousands,
2015,July,Jammu and Kashmir,Male,1983,value in Thousands,
2015,July,Jammu and Kashmir,Female,1679,value in Thousands,
2015,July,Himachal Pradesh,Total,721,value in Thousands,
2015,July,Himachal Pradesh,Male,389,value in Thousands,
2015,July,Himachal Pradesh,Female,332,value in Thousands,
2015,July,Haryana,Total,10200,value in Thousands,
2015,July,Haryana,Male,5446,value in Thousands,
2015,July,Haryana,Female,4754,value in Thousands,
2015,July,Gujarat,Total,28952,value in Thousands,
2015,July,Gujarat,Male,15400,value in Thousands,
2015,July,Gujarat,Female,13552,value in Thousands,
2015,July,Goa,Total,1012,value in Thousands,
2015,July,Goa,Male,518,value in Thousands,
2015,July,Goa,Female,495,value in Thousands,
2015,July,Delhi,Total,18145,value in Thousands,
2015,July,Delhi,Male,9714,value in Thousands,
2015,July,Delhi,Female,8431,value in Thousands,
2015,July,Daman and Diu,Total,273,value in Thousands,
2015,July,Daman and Diu,Male,178,value in Thousands,
2015,July,Daman and Diu,Female,95,value in Thousands,
2015,July,Dadra and Nagar Haveli,Total,249,value in Thousands,
2015,July,Dadra and Nagar Haveli,Male,148,value in Thousands,
2015,July,Dadra and Nagar Haveli,Female,101,value in Thousands,
2015,July,Chhattisgarh,Total,6732,value in Thousands,
2015,July,Chhattisgarh,Male,3442,value in Thousands,
2015,July,Chhattisgarh,Female,3290,value in Thousands,
2015,July,Chandigarh,Total,1110,value in Thousands,
2015,July,Chandigarh,Male,609,value in Thousands,
2015,July,Chandigarh,Female,501,value in Thousands,
2015,July,Bihar,Total,13156,value in Thousands,
2015,July,Bihar,Male,6942,value in Thousands,
2015,July,Bihar,Female,6213,value in Thousands,
2015,July,Assam,Total,4814,value in Thousands,
2015,July,Assam,Male,2474,value in Thousands,
2015,July,Assam,Female,2340,value in Thousands,
2015,July,Arunachal Pradesh,Total,346,value in Thousands,
2015,July,Arunachal Pradesh,Male,183,value in Thousands,
2015,July,Arunachal Pradesh,Female,163,value in Thousands,
2015,July,Andhra Pradesh,Total,16335,value in Thousands,
2015,July,Andhra Pradesh,Male,8221,value in Thousands,
2015,July,Andhra Pradesh,Female,8114,value in Thousands,
2015,July,Andaman and Nicobar Islands,Total,156,value in Thousands,
2015,July,Andaman and Nicobar Islands,Male,83,value in Thousands,
2015,July,Andaman and Nicobar Islands,Female,73,value in Thousands,
2015,July,All India,Total,417216,value in Thousands,
2015,July,All India,Male,216233,value in Thousands,
2015,July,All India,Female,200983,value in Thousands,
2014,October,West Bengal,Total,31326,value in Thousands,
2014,October,West Bengal,Male,16114,value in Thousands,
2014,October,West Bengal,Female,15212,value in Thousands,
2014,October,Uttarakhand,Total,3374,value in Thousands,
2014,October,Uttarakhand,Male,1791,value in Thousands,
2014,October,Uttarakhand,Female,1583,value in Thousands,
2014,October,Uttar Pradesh,Total,48227,value in Thousands,
2014,October,Uttar Pradesh,Male,25463,value in Thousands,
2014,October,Uttar Pradesh,Female,22764,value in Thousands,
2014,October,Tripura,Total,1144,value in Thousands,
2014,October,Tripura,Male,580,value in Thousands,
2014,October,Tripura,Female,564,value in Thousands,
2014,October,Telangana,Total,14944,value in Thousands,
2014,October,Telangana,Male,7521,value in Thousands,
2014,October,Telangana,Female,7423,value in Thousands,
2014,October,Tamil Nadu,Total,36942,value in Thousands,
2014,October,Tamil Nadu,Male,18471,value in Thousands,
2014,October,Tamil Nadu,Female,18471,value in Thousands,
2014,October,Sikkim,Total,203,value in Thousands,
2014,October,Sikkim,Male,106,value in Thousands,
2014,October,Sikkim,Female,97,value in Thousands,
2014,October,Rajasthan,Total,18450,value in Thousands,
2014,October,Rajasthan,Male,9639,value in Thousands,
2014,October,Rajasthan,Female,8811,value in Thousands,
2014,October,Punjab,Total,11148,value in Thousands,
2014,October,Punjab,Male,5945,value in Thousands,
2014,October,Punjab,Female,5202,value in Thousands,
2014,October,Puducherry,Total,936,value in Thousands,
2014,October,Puducherry,Male,459,value in Thousands,
2014,October,Puducherry,Female,478,value in Thousands,
2014,October,Odisha,Total,7517,value in Thousands,
2014,October,Odisha,Male,3891,value in Thousands,
2014,October,Odisha,Female,3626,value in Thousands,
2014,October,Nagaland,Total,695,value in Thousands,
2014,October,Nagaland,Male,364,value in Thousands,
2014,October,Nagaland,Female,331,value in Thousands,
2014,October,Mizoram,Total,604,value in Thousands,
2014,October,Mizoram,Male,302,value in Thousands,
2014,October,Mizoram,Female,302,value in Thousands,
2014,October,Meghalaya,Total,624,value in Thousands,
2014,October,Meghalaya,Male,312,value in Thousands,
2014,October,Meghalaya,Female,312,value in Thousands,
2014,October,Manipur,Total,896,value in Thousands,
2014,October,Manipur,Male,442,value in Thousands,
2014,October,Manipur,Female,453,value in Thousands,
2014,October,Maharashtra,Total,54046,value in Thousands,
2014,October,Maharashtra,Male,28401,value in Thousands,
2014,October,Maharashtra,Female,25646,value in Thousands,
2014,October,Madhya Pradesh,Total,21616,value in Thousands,
2014,October,Madhya Pradesh,Male,11270,value in Thousands,
2014,October,Madhya Pradesh,Female,10346,value in Thousands,
2014,October,Lakshadweep,Total,57,value in Thousands,
2014,October,Lakshadweep,Male,29,value in Thousands,
2014,October,Lakshadweep,Female,28,value in Thousands,
2014,October,Ladakh,Total,71,value in Thousands,
2014,October,Ladakh,Male,46,value in Thousands,
2014,October,Ladakh,Female,24,value in Thousands,
2014,October,Kerala,Total,19260,value in Thousands,
2014,October,Kerala,Male,9211,value in Thousands,
2014,October,Kerala,Female,10049,value in Thousands,
2014,October,Karnataka,Total,25581,value in Thousands,
2014,October,Karnataka,Male,13032,value in Thousands,
2014,October,Karnataka,Female,12550,value in Thousands,
2014,October,Jharkhand,Total,8646,value in Thousands,
2014,October,Jharkhand,Male,4527,value in Thousands,
2014,October,Jharkhand,Female,4119,value in Thousands,
2014,October,Jammu and Kashmir,Total,3611,value in Thousands,
2014,October,Jammu and Kashmir,Male,1955,value in Thousands,
2014,October,Jammu and Kashmir,Female,1656,value in Thousands,
2014,October,Himachal Pradesh,Total,716,value in Thousands,
2014,October,Himachal Pradesh,Male,386,value in Thousands,
2014,October,Himachal Pradesh,Female,329,value in Thousands,
2014,October,Haryana,Total,9959,value in Thousands,
2014,October,Haryana,Male,5317,value in Thousands,
2014,October,Haryana,Female,4642,value in Thousands,
2014,October,Gujarat,Total,28387,value in Thousands,
2014,October,Gujarat,Male,15099,value in Thousands,
2014,October,Gujarat,Female,13287,value in Thousands,
2014,October,Goa,Total,994,value in Thousands,
2014,October,Goa,Male,508,value in Thousands,
2014,October,Goa,Female,486,value in Thousands,
2014,October,Delhi,Total,17839,value in Thousands,
2014,October,Delhi,Male,9550,value in Thousands,
2014,October,Delhi,Female,8289,value in Thousands,
2014,October,Daman and Diu,Total,257,value in Thousands,
2014,October,Daman and Diu,Male,167,value in Thousands,
2014,October,Daman and Diu,Female,90,value in Thousands,
2014,October,Dadra and Nagar Haveli,Total,233,value in Thousands,
2014,October,Dadra and Nagar Haveli,Male,139,value in Thousands,
2014,October,Dadra and Nagar Haveli,Female,95,value in Thousands,
2014,October,Chhattisgarh,Total,6592,value in Thousands,
2014,October,Chhattisgarh,Male,3370,value in Thousands,
2014,October,Chhattisgarh,Female,3222,value in Thousands,
2014,October,Chandigarh,Total,1096,value in Thousands,
2014,October,Chandigarh,Male,602,value in Thousands,
2014,October,Chandigarh,Female,495,value in Thousands,
2014,October,Bihar,Total,12910,value in Thousands,
2014,October,Bihar,Male,6813,value in Thousands,
2014,October,Bihar,Female,6097,value in Thousands,
2014,October,Assam,Total,4741,value in Thousands,
2014,October,Assam,Male,2436,value in Thousands,
2014,October,Assam,Female,2305,value in Thousands,
2014,October,Arunachal Pradesh,Total,341,value in Thousands,
2014,October,Arunachal Pradesh,Male,180,value in Thousands,
2014,October,Arunachal Pradesh,Female,161,value in Thousands,
2014,October,Andhra Pradesh,Total,16029,value in Thousands,
2014,October,Andhra Pradesh,Male,8067,value in Thousands,
2014,October,Andhra Pradesh,Female,7962,value in Thousands,
2014,October,Andaman and Nicobar Islands,Total,154,value in Thousands,
2014,October,Andaman and Nicobar Islands,Male,82,value in Thousands,
2014,October,Andaman and Nicobar Islands,Female,72,value in Thousands,
2014,October,All India,Total,410166,value in Thousands,
2014,October,All India,Male,212587,value in Thousands,
2014,October,All India,Female,197579,value in Thousands,
2014,March,West Bengal,Total,30956,value in Thousands,
2014,March,West Bengal,Male,15924,value in Thousands,
2014,March,West Bengal,Female,15032,value in Thousands,
2014,March,Uttarakhand,Total,3320,value in Thousands,
2014,March,Uttarakhand,Male,1762,value in Thousands,
2014,March,Uttarakhand,Female,1558,value in Thousands,
2014,March,Uttar Pradesh,Total,47612,value in Thousands,
2014,March,Uttar Pradesh,Male,25138,value in Thousands,
2014,March,Uttar Pradesh,Female,22474,value in Thousands,
2014,March,Tripura,Total,1113,value in Thousands,
2014,March,Tripura,Male,564,value in Thousands,
2014,March,Tripura,Female,549,value in Thousands,
2014,March,Telangana,Total,14849,value in Thousands,
2014,March,Telangana,Male,7473,value in Thousands,
2014,March,Telangana,Female,7376,value in Thousands,
2014,March,Tamil Nadu,Total,36608,value in Thousands,
2014,March,Tamil Nadu,Male,18304,value in Thousands,
2014,March,Tamil Nadu,Female,18304,value in Thousands,
2014,March,Sikkim,Total,194,value in Thousands,
2014,March,Sikkim,Male,101,value in Thousands,
2014,March,Sikkim,Female,93,value in Thousands,
2014,March,Rajasthan,Total,18219,value in Thousands,
2014,March,Rajasthan,Male,9519,value in Thousands,
2014,March,Rajasthan,Female,8700,value in Thousands,
2014,March,Punjab,Total,11024,value in Thousands,
2014,March,Punjab,Male,5879,value in Thousands,
2014,March,Punjab,Female,5145,value in Thousands,
2014,March,Puducherry,Total,923,value in Thousands,
2014,March,Puducherry,Male,452,value in Thousands,
2014,March,Puducherry,Female,471,value in Thousands,
2014,March,Odisha,Total,7432,value in Thousands,
2014,March,Odisha,Male,3847,value in Thousands,
2014,March,Odisha,Female,3585,value in Thousands,
2014,March,Nagaland,Total,674,value in Thousands,
2014,March,Nagaland,Male,353,value in Thousands,
2014,March,Nagaland,Female,321,value in Thousands,
2014,March,Mizoram,Total,599,value in Thousands,
2014,March,Mizoram,Male,300,value in Thousands,
2014,March,Mizoram,Female,299,value in Thousands,
2014,March,Meghalaya,Total,619,value in Thousands,
2014,March,Meghalaya,Male,309,value in Thousands,
2014,March,Meghalaya,Female,310,value in Thousands,
2014,March,Manipur,Total,885,value in Thousands,
2014,March,Manipur,Male,437,value in Thousands,
2014,March,Manipur,Female,448,value in Thousands,
2014,March,Maharashtra,Total,53515,value in Thousands,
2014,March,Maharashtra,Male,28121,value in Thousands,
2014,March,Maharashtra,Female,25394,value in Thousands,
2014,March,Madhya Pradesh,Total,21362,value in Thousands,
2014,March,Madhya Pradesh,Male,11138,value in Thousands,
2014,March,Madhya Pradesh,Female,10224,value in Thousands,
2014,March,Lakshadweep,Total,56,value in Thousands,
2014,March,Lakshadweep,Male,29,value in Thousands,
2014,March,Lakshadweep,Female,27,value in Thousands,
2014,March,Ladakh,Total,69,value in Thousands,
2014,March,Ladakh,Male,45,value in Thousands,
2014,March,Ladakh,Female,24,value in Thousands,
2014,March,Kerala,Total,18709,value in Thousands,
2014,March,Kerala,Male,8947,value in Thousands,
2014,March,Kerala,Female,9762,value in Thousands,
2014,March,Karnataka,Total,25257,value in Thousands,
2014,March,Karnataka,Male,12867,value in Thousands,
2014,March,Karnataka,Female,12390,value in Thousands,
2014,March,Jharkhand,Total,8528,value in Thousands,
2014,March,Jharkhand,Male,4465,value in Thousands,
2014,March,Jharkhand,Female,4063,value in Thousands,
2014,March,Jammu and Kashmir,Total,3571,value in Thousands,
2014,March,Jammu and Kashmir,Male,1933,value in Thousands,
2014,March,Jammu and Kashmir,Female,1638,value in Thousands,
2014,March,Himachal Pradesh,Total,711,value in Thousands,
2014,March,Himachal Pradesh,Male,384,value in Thousands,
2014,March,Himachal Pradesh,Female,327,value in Thousands,
2014,March,Haryana,Total,9773,value in Thousands,
2014,March,Haryana,Male,5218,value in Thousands,
2014,March,Haryana,Female,4555,value in Thousands,
2014,March,Gujarat,Total,27949,value in Thousands,
2014,March,Gujarat,Male,14866,value in Thousands,
2014,March,Gujarat,Female,13083,value in Thousands,
2014,March,Goa,Total,980,value in Thousands,
2014,March,Goa,Male,501,value in Thousands,
2014,March,Goa,Female,479,value in Thousands,
2014,March,Delhi,Total,17601,value in Thousands,
2014,March,Delhi,Male,9422,value in Thousands,
2014,March,Delhi,Female,8179,value in Thousands,
2014,March,Daman and Diu,Total,245,value in Thousands,
2014,March,Daman and Diu,Male,158,value in Thousands,
2014,March,Daman and Diu,Female,87,value in Thousands,
