year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2022,51,25-12-2022,26-12-2022,Telangana,Adilabad,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2022,51,17-12-2022,19-12-2022,Telangana,Nirmal,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2022,51,09-12-2022,,Uttar Pradesh,Lucknow,Chickenpox,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2022,50,17-12-2022,17-12-2022,Gujarat,Anand,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,50,16-12-2022,17-12-2022,Karnataka,Bagalkote,Chickenpox,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,50,12-12-2022,17-12-2022,Karnataka,Dakshina Kannada,H3N2,Reported in Same Week,48,0,"cases in absolute number, deaths in absolute number",
2022,50,12-12-2022,16-12-2022,Karnataka,Shivamogga,Fever with Rash,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,50,30-10-2022,,Karnataka,Chikkamagaluru,Human Rabies,Reported Late,4,1,"cases in absolute number, deaths in absolute number",
2022,50,11-12-2022,19-12-2022,Kerala,Malappuram,Hepatitis A,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2022,50,11-12-2022,12-12-2022,Kerala,Ernakulam,Food Poisoning,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2022,50,10-12-2022,13-12-2022,Kerala,Kannur,Food Poisoning,Reported in Same Week,179,0,"cases in absolute number, deaths in absolute number",
2022,50,07-12-2022,,Kerala,Palakkad,Food Poisoning,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,50,15-12-2022,15-12-2022,Maharashtra,Nanded,Acute Diarrheal Disease,Reported in Same Week,121,0,"cases in absolute number, deaths in absolute number",
2022,50,15-12-2022,16-12-2022,Telangana,Nirmal,Food Poisoning,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2022,49,01-12-2022,09-12-2022,Assam,Marigaon,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,49,07-04-2022,08-12-2022,Bihar,Jahanabad,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2022,49,06-12-2022,06-12-2022,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2022,49,23-11-2022,,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported Late,194,0,"cases in absolute number, deaths in absolute number",
2022,49,13-10-2022,06-12-2022,Chhattisgarh,Dhamatari,Acute Diarrheal Disease,Reported in Same Week,103,0,"cases in absolute number, deaths in absolute number",
2022,49,19-09-2022,06-12-2022,Chhattisgarh,Dhamatari,Acute Diarrheal Disease,Reported in Same Week,207,0,"cases in absolute number, deaths in absolute number",
2022,49,12-11-2022,,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Acute Diarrheal Disease,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2022,49,06-12-2022,07-12-2022,Karnataka,Raichur,Food Poisoning,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2022,49,05-12-2022,09-12-2022,Karnataka,Mandya,Fever,Reported in Same Week,36,0,"cases in absolute number, deaths in absolute number",
2022,49,04-12-2022,08-12-2022,Karnataka,Chamarajanagara,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2022,49,04-12-2022,05-12-2022,Karnataka,Kolar,Chickenpox,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,49,04-12-2022,04-12-2022,Karnataka,Chitradurga,Food Poisoning,Reported in Same Week,54,0,"cases in absolute number, deaths in absolute number",
2022,49,02-12-2022,05-12-2022,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,49,15-11-2022,09-12-2022,Karnataka,Raichur,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,49,07-12-2022,10-12-2022,Kerala,Palakkad,Food Poisoning,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,49,02-12-2022,13-12-2022,Kerala,Alappuzha,Acute Diarrheal Disease,Reported in Same Week,161,0,"cases in absolute number, deaths in absolute number",
2022,49,24-11-2022,10-12-2022,Kerala,Thrissur,Acute Diarrheal Disease,Reported in Same Week,66,0,"cases in absolute number, deaths in absolute number",
2022,49,18-11-2022,07-12-2022,Kerala,Malappuram,Cutaneous Leishmaniasis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,49,14-11-2022,09-12-2022,Kerala,Malappuram,Measles,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2022,49,13-11-2022,09-12-2022,Kerala,Malappuram,Measles,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2022,49,29-10-2022,09-12-2022,Kerala,Malappuram,Food Poisoning,Reported in Same Week,70,0,"cases in absolute number, deaths in absolute number",
2022,49,29-10-2022,09-12-2022,Kerala,Malappuram,Food Poisoning,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2022,49,06-12-2022,07-12-2022,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,61,0,"cases in absolute number, deaths in absolute number",
2022,49,30-11-2022,,Maharashtra,Latur,Fever,Reported Late,19,0,"cases in absolute number, deaths in absolute number",
2022,49,28-10-2022,,Maharashtra,Kohlapur,Dengue,Reported Late,32,0,"cases in absolute number, deaths in absolute number",
2022,49,30-11-2022,07-12-2022,Tamil Nadu,Virudhunagar,Fever,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,49,12-10-2022,,Uttar Pradesh,Kannauj,Fever with Rash,Reported Late,11,0,"cases in absolute number, deaths in absolute number",
2022,49,15-09-2022,,Uttar Pradesh,Kannauj,Diphtheria,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2022,48,29-11-2022,30-11-2022,Karnataka,Ramanagara,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,48,28-11-2022,30-11-2022,Karnataka,Davangere,Japanese Encephalitis,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,48,28-11-2022,28-11-2022,Karnataka,Bellary,Human Rabies,Reported in Same Week,2,2,"cases in absolute number, deaths in absolute number",
2022,48,26-11-2022,29-11-2022,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,Reported in Same Week,104,0,"cases in absolute number, deaths in absolute number",
2022,48,19-11-2022,03-12-2022,Karnataka,Koppal,Acute Diarrheal Disease,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2022,48,15-11-2022,01-12-2022,Karnataka,Haveri,Japanese Encephalitis,Reported in Same Week,4,1,"cases in absolute number, deaths in absolute number",
2022,48,12-02-2022,12-03-2022,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2022,48,24-11-2022,05-12-2022,Kerala,Thrissur,Dengue,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,48,23-10-2022,30-11-2022,Kerala,Kannur,Measles,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,48,11-09-2022,07-10-2022,Kerala,Malappuram,Hepatitis A,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2022,48,23-11-2022,30-11-2022,Madhya Pradesh,Shahdol,Fever with Rash,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,48,19-11-2022,,Madhya Pradesh,Indore,Dengue,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2022,48,12-03-2022,12-03-2022,Madhya Pradesh,Neemuch,Chickenpox,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,48,29-11-2022,29-11-2022,Mizoram,Aizawl,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2022,48,29-11-2022,01-12-2022,Odisha,Angul,Food Poisoning,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2022,48,12-03-2022,12-03-2022,Odisha,Bargarh,Food Poisoning,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2022,48,17-11-2022,,Tripura,Sepahijala,Acute Diarrheal Disease,Reported Late,9,1,"cases in absolute number, deaths in absolute number",
2022,48,13-11-2022,,Uttar Pradesh,Mau,Dengue,Reported Late,7,2,"cases in absolute number, deaths in absolute number",
2022,48,11-10-2022,30-11-2022,Uttar Pradesh,Sonbhadra,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,48,05-10-2022,,Uttar Pradesh,Sonbhadra,Dengue,Reported Late,32,0,"cases in absolute number, deaths in absolute number",
2022,48,20-10-2022,04-12-2022,Uttarakhand,Chamoli,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,47,22-10-2022,,Gujarat,Bhavnagar,Crimean Congo Haemandrhagic Fever (CCHF),Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2022,47,08-10-2022,,Gujarat,Bhavnagar,Jaundice,Reported Late,15,0,"cases in absolute number, deaths in absolute number",
2022,47,01-10-2022,,Gujarat,Bhavnagar,Crimean Congo Haemandrhagic Fever (CCHF),Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2022,47,19-09-2022,,Jammu and Kashmir,Kulgam,Hepatitis A,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2022,47,22-11-2022,23-11-2022,Karnataka,Koppal,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,47,21-11-2022,22-11-2022,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,47,18-11-2022,23-11-2022,Karnataka,Davangere,Leishmaniasis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,47,25-11-2022,01-12-2022,Kerala,Malappuram,Monkey Pox,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,47,08-11-2022,,Kerala,Ernakulam,Acute Diarrheal Disease,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,47,26-10-2022,,Madhya Pradesh,Ratlam,Acute Diarrheal Disease,Reported Late,32,0,"cases in absolute number, deaths in absolute number",
2022,47,23-11-2022,23-11-2022,Maharashtra,Kohlapur,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2022,47,01-11-2022,,Maharashtra,Kohlapur,Dengue,Reported Late,5,1,"cases in absolute number, deaths in absolute number",
2022,47,22-11-2022,23-11-2022,Mizoram,Saitual,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,47,12-11-2022,,Uttar Pradesh,Auraiya,Dengue,Reported Late,101,0,"cases in absolute number, deaths in absolute number",
2022,47,02-11-2022,,Uttar Pradesh,Muzaffarnagar,Dengue,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2022,46,22-10-2022,,Bihar,Madhubani,Chickenpox,Reported Late,14,0,"cases in absolute number, deaths in absolute number",
2022,46,19-11-2022,19-11-2022,Gujarat,Valsad,Acute Diarrheal Disease,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2022,46,15-11-2022,23-11-2022,Haryana,Palwal,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,46,21-05-2022,,Himachal Pradesh,Una,Acute Diarrheal Disease,Reported Late,73,0,"cases in absolute number, deaths in absolute number",
2022,46,29-10-2022,,Jharkhand,Giridih,Fever with Rash,Reported Late,30,0,"cases in absolute number, deaths in absolute number",
2022,46,26-10-2022,,Jharkhand,Giridih,Fever with Rash,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2022,46,17-11-2022,17-11-2022,Karnataka,Koppal,Food Poisoning,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2022,46,10-11-2022,,Karnataka,Mysuru,Dengue,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,46,04-11-2022,,Karnataka,Uttar Kannad,Leishmaniasis,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2022,46,12-10-2022,15-11-2022,Karnataka,Yadgir,Japanese Encephalitis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,46,15-11-2022,16-11-2022,Kerala,Kasaragod,Food Poisoning,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2022,46,14-11-2022,19-11-2022,Kerala,Kannur,Food Poisoning,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2022,46,14-11-2022,18-11-2022,Kerala,Kottayam,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,46,14-11-2022,18-11-2022,Kerala,Kottayam,Food Poisoning,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,46,19-10-2022,,Kerala,Ernakulam,Dengue,Reported Late,12,0,"cases in absolute number, deaths in absolute number",
2022,46,22-10-2022,,Madhya Pradesh,Mandla,Japanese Encephalitis,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2022,46,14-11-2022,14-11-2022,Maharashtra,Latur,Pyrexia of Unknown andigin (PUO),Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,46,11-11-2022,,Maharashtra,Aurangabad,Pyrexia of Unknown andigin (PUO),Reported Late,24,0,"cases in absolute number, deaths in absolute number",
2022,46,11-11-2022,,Maharashtra,Aurangabad,Dengue,Reported Late,2,1,"cases in absolute number, deaths in absolute number",
2022,46,10-11-2022,,Maharashtra,Kohlapur,Cholera,Reported Late,233,2,"cases in absolute number, deaths in absolute number",
2022,46,31-10-2022,,Maharashtra,Nashik,Cholera,Reported Late,58,0,"cases in absolute number, deaths in absolute number",
2022,46,31-10-2022,,Maharashtra,Dhule,Dengue,Reported Late,4,1,"cases in absolute number, deaths in absolute number",
2022,46,28-10-2022,,Maharashtra,Thane,Dengue,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2022,46,17-10-2022,,Maharashtra,Nashik,Cholera,Reported Late,52,1,"cases in absolute number, deaths in absolute number",
2022,46,29-09-2022,,Maharashtra,Parbhani,Chikungunya,Reported Late,76,0,"cases in absolute number, deaths in absolute number",
2022,46,30-09-2022,,Rajasthan,Kota,Acute Diarrheal Disease,Reported Late,31,0,"cases in absolute number, deaths in absolute number",
2022,46,16-11-2022,19-11-2022,Uttar Pradesh,Fatehpur,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2022,46,25-09-2022,,Uttar Pradesh,Bhadohi,Dengue,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,45,10-08-2022,,Assam,Baksa,Human Rabies,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2022,45,11-03-2022,11-08-2022,Bihar,Muzaffarpur,Dengue,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,45,13-11-2022,13-11-2022,Gujarat,Bharuch,Food Poisoning,Reported in Same Week,343,0,"cases in absolute number, deaths in absolute number",
2022,45,11-07-2022,11-07-2022,Karnataka,Davangere,Acute Diarrheal Disease,Reported in Same Week,63,0,"cases in absolute number, deaths in absolute number",
2022,45,11-07-2022,11-07-2022,Karnataka,Davangere,Food Poisoning,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2022,45,11-05-2022,11-08-2022,Karnataka,Koppal,Cholera,Reported in Same Week,41,0,"cases in absolute number, deaths in absolute number",
2022,45,11-05-2022,11-07-2022,Karnataka,Kalaburagi,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,45,11-03-2022,11-07-2022,Karnataka,Kodagu,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,45,13-11-2022,16-11-2022,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,45,19-10-2022,,Kerala,Malappuram,Measles,Reported Late,21,0,"cases in absolute number, deaths in absolute number",
2022,45,11-09-2022,16-11-2022,Kerala,Ernakulam,Food Poisoning,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,45,11-09-2022,14-11-2022,Kerala,Kottayam,Food Poisoning (NandoVirus),Reported in Same Week,37,0,"cases in absolute number, deaths in absolute number",
2022,45,11-08-2022,11-11-2022,Kerala,Kollam,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,45,11-06-2022,14-11-2022,Kerala,Kottayam,Food Poisoning,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,45,11-06-2022,11-07-2022,Kerala,Idukki,Food Poisoning,Reported in Same Week,167,0,"cases in absolute number, deaths in absolute number",
2022,45,11-04-2022,14-11-2022,Kerala,Kottayam,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,45,11-06-2022,11-10-2022,Maharashtra,Bhandara,Scrub Typhus,Reported in Same Week,8,1,"cases in absolute number, deaths in absolute number",
2022,45,11-10-2022,11-10-2022,Tamil Nadu,Thanjavur,Allergic Conjunctivitis,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,45,11-09-2022,11-09-2022,Tamil Nadu,Thanjavur,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,45,13-10-2022,,Uttarakhand,Dehradun,Chikungunya,Reported Late,423,0,"cases in absolute number, deaths in absolute number",
2022,44,18-10-2022,,Andhra Pradesh,Srikakulam,Scrub Typhus,Reported Late,14,0,"cases in absolute number, deaths in absolute number",
2022,44,11-04-2022,11-05-2022,Jharkhand,Bokaro,Acute Diarrheal Disease,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2022,44,31-10-2022,05-11-2022,Karnataka,Tumakuru,Chickenpox,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2022,44,11-03-2022,11-03-2022,Karnataka,Dakshina Kannada,Hepatitis A,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2022,44,11-01-2022,11-06-2022,Karnataka,Koppal,Chikungunya,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2022,44,11-01-2022,11-01-2022,Karnataka,Vijayanagar,Acute Diarrheal Disease,Reported in Same Week,83,0,"cases in absolute number, deaths in absolute number",
2022,44,29-10-2022,01-11-2022,Kerala,Malappuram,Food Poisoning,Reported in Same Week,70,0,"cases in absolute number, deaths in absolute number",
2022,44,29-10-2022,01-11-2022,Kerala,Malappuram,Food Poisoning,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2022,44,11-01-2022,11-07-2022,Kerala,Ernakulam,Food Poisoning,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2022,44,29-10-2022,31-10-2022,Maharashtra,Sangli,Dengue,Reported in Same Week,36,1,"cases in absolute number, deaths in absolute number",
2022,44,26-09-2022,11-11-2022,Maharashtra,Pune,Dengue,Reported in Same Week,7,1,"cases in absolute number, deaths in absolute number",
2022,44,20-09-2022,,Tamil Nadu,Coimbatore,Food Poisoning,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,44,11-04-2022,11-05-2022,Tamil Nadu,Salem,Food Poisoning,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2022,44,29-10-2022,,Uttar Pradesh,Fatehpur,Dengue,Reported Late,6,0,"cases in absolute number, deaths in absolute number",
2022,44,15-10-2022,31-10-2022,Uttar Pradesh,Fatehpur,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,44,11-03-2022,11-04-2022,Uttar Pradesh,Fatehpur,Leishmaniasis,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2022,44,13-10-2022,,Uttarakhand,Dehradun,Dengue,Reported Late,24,0,"cases in absolute number, deaths in absolute number",
2022,43,16-10-2022,,Andhra Pradesh,Kurnool,Acute Diarrheal Disease,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2022,43,25-10-2022,25-10-2022,Arunachal Pradesh,Lohit,Shigellosis,Reported in Same Week,116,0,"cases in absolute number, deaths in absolute number",
2022,43,11-12-2022,,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported Late,18,0,"cases in absolute number, deaths in absolute number",
2022,43,22-10-2022,28-10-2022,Jharkhand,Dhumka,Dengue,Reported in Same Week,3,0,"cases in absolute number, deaths in absolute number",
2022,43,26-10-2022,28-10-2022,Karnataka,Mysuru,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,43,25-10-2022,26-10-2022,Karnataka,Belagavi,Cholera,Reported in Same Week,328,1,"cases in absolute number, deaths in absolute number",
2022,43,21-10-2022,25-10-2022,Karnataka,Yadgir,Acute Diarrheal Disease,Reported in Same Week,40,1,"cases in absolute number, deaths in absolute number",
2022,43,18-10-2022,,Karnataka,Vijayapura,Chikungunya,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2022,43,28-10-2022,02-11-2022,Kerala,Thrissur,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,43,09-10-2022,,Kerala,Thiruvananthapuram,Hepatitis A,Reported Late,3,0,"cases in absolute number, deaths in absolute number",
2022,43,05-10-2022,,Kerala,Ernakulam,Chickenpox,Reported Late,12,0,"cases in absolute number, deaths in absolute number",
2022,43,04-10-2022,,Kerala,Kollam,Dengue,Reported Late,14,1,"cases in absolute number, deaths in absolute number",
2022,43,22-09-2022,29-10-2022,Kerala,Kollam,Dengue,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2022,43,20-10-2022,28-10-2022,Tamil Nadu,Kallakurichi,Chickenpox,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,43,12-10-2022,,Tamil Nadu,Nagapatinam,Food Poisoning,Reported Late,30,0,"cases in absolute number, deaths in absolute number",
2022,43,28-10-2022,28-10-2022,Telangana,Jangoan,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2022,43,25-10-2022,27-10-2022,Telangana,Medak,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2022,42,04-08-2022,,Andhra Pradesh,Nandyal,Acute Diarrheal Disease,Reported Late,32,0,"cases in absolute number, deaths in absolute number",
2022,42,20-10-2022,20-10-2022,Delhi,West,Measles,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,42,18-10-2022,19-10-2022,Jharkhand,Sahebganj,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2022,42,15-10-2022,17-10-2022,Jharkhand,Lohardaga,Fever,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2022,42,16-10-2022,18-10-2022,Karnataka,Koppal,Acute Diarrheal Disease,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2022,42,19-10-2022,23-10-2022,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,131,0,"cases in absolute number, deaths in absolute number",
2022,42,15-10-2022,15-10-2022,Kerala,Palakkad,Chickenpox,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2022,42,12-10-2022,,Kerala,Palakkad,Chickenpox,Reported Late,31,0,"cases in absolute number, deaths in absolute number",
2022,42,20-10-2022,20-10-2022,Maharashtra,Sangli,Dengue,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2022,42,16-10-2022,17-10-2022,Maharashtra,Aurangabad,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2022,42,23-09-2022,21-10-2022,Maharashtra,Pune,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2022,42,23-09-2022,,Maharashtra,Pune,Dengue,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2022,42,07-10-2022,,Tamil Nadu,Thiruvarur,Acute Diarrheal Disease,Reported Late,11,1,"cases in absolute number, deaths in absolute number",
2022,42,14-10-2022,17-10-2022,Uttar Pradesh,Deoria,Acute Diarrheal Disease,Reported in Same Week,48,0,"cases in absolute number, deaths in absolute number",
2022,41,14-10-2022,15-10-2022,Gujarat,Dang,Food Poisoning,Reported in Same Week,102,0,"cases in absolute number, deaths in absolute number",
2022,41,15-10-2022,15-10-2022,Jharkhand,Khunti,Fever with Rash,Reported in Same Week,3,0,"cases in absolute number, deaths in absolute number",
2022,41,10-10-2022,15-10-2022,Karnataka,Yadgir,Japanese Encephalitis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2022,41,10-10-2022,13-10-2022,Karnataka,Vijayanagar,Acute Diarrheal Disease,Reported in Same Week,43,0,"cases in absolute number, deaths in absolute number",
2022,41,01-10-2022,,Karnataka,Dakshina Kannada,Leishmaniasis,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2022,41,06-07-2022,13-10-2022,Karnataka,Chikkamagaluru,Human Rabies,Reported in Same Week,2,2,"cases in absolute number, deaths in absolute number",
2022,41,10-11-2022,10-12-2022,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2022,41,05-10-2022,,Kerala,Alappuzha,Food Poisoning,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2022,41,28-09-2022,,Kerala,Malappuram,Hepatitis A,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,41,15-09-2022,,Kerala,Thrissur,Hepatitis A,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2022,41,10-04-2022,10-10-2022,Madhya Pradesh,Shajapur,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2022,41,19-09-2022,,Maharashtra,Pune,Dengue,Reported Late,16,0,"cases in absolute number, deaths in absolute number",
2022,41,10-11-2022,10-12-2022,Tamil Nadu,Nagapatinam,Food Poisoning,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2022,41,13-10-2022,14-10-2022,Tamil Nadu,Sivaganga,Food Poisoning,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2022,41,14-10-2022,16-10-2022,Telangana,Vikarabad,Acute Diarrheal Disease,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2022,41,12-10-2022,15-10-2022,Telangana,Khammam,Dengue,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2022,41,10-08-2022,13-10-2022,Telangana,Kumuram Bheem Asifabad,Acute Diarrheal Disease,Reported in Same Week,15,2,"cases in absolute number, deaths in absolute number",
2022,41,25-09-2022,,Uttar Pradesh,Fatehpur,Leishmaniasis,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2022,41,10-09-2022,14-10-2022,Uttar Pradesh,Farrukhabad,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2022,41,12-10-2022,17-10-2022,Uttarakhand,Haridwar,Dengue,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2022,40,15-09-2022,,Chhattisgarh,Dantewada,Acute Diarrheal Disease,Reported Late,15,2,"cases in absolute number, deaths in absolute number",
2022,40,10-03-2022,10-04-2022,Gujarat,Gandhinagar,Food Poisoning,Reported in Same Week,114,0,"cases in absolute number, deaths in absolute number",
2022,40,10-06-2022,10-07-2022,Karnataka,Koppal,Chikungunya,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2022,40,10-04-2022,10-06-2022,Karnataka,Bidar,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2022,40,17-09-2022,07-10-2022,Maharashtra,Pune,Dengue,Reported in Same Week,20,1,"cases in absolute number, deaths in absolute number",
