property_name,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
3 BHK Flat in Sector 92 Gurgaon,flat,sare homes,0.65,4587.0,1417.0,Carpet area: 1417 (131.64 sq.m.),3,3,2,not available,"Sare, Sector 92 Gurgaon, Gurgaon, Haryana",3,NA,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump']",Sun facing unit for sale for visit feel free to call us,,['Maintenance Staff'],"['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']"
3 BHK Flat in Sector 92 Gurgaon,flat,sare crescent parc,0.51,4080.0,1250.0,Super Built up area 1250(116.13 sq.m.),3,2,2,not available,"Sare, Sector 92 Gurgaon, Gurgaon, Haryana",2,North,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Indian Oil']",Ready to move in keys in hand for visit feel free to call,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities3 out of 5', 'Connectivity3 out of 5']"
2 BHK Flat in Sector 82 Gurgaon,flat,vatika iris floors,0.63,5590.0,1127.0,Super Built up area 1134(105.35 sq.m.),2,2,3+,study room,"Sector 82 Gurgaon, Gurgaon, Haryana",2,East,1 to 5 Year Old,"['Vatika Town Square-INXT', 'NH 48, Sector 78, Gurugram', 'MatriKiran High School', 'SGT UNIVERSITY', 'Nouveau Medics Multispeciality', 'Indira Gandhi Intl Airport']","This property is very good becouse of itsattrective location and its enviroanment frindly , and all good schools and college are there and shoping mall are also there and convence is also and connectivity is very good
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
4 BHK Flat in Sector 86 Gurgaon,flat,dlf new town heights,1.54,5786.0,2662.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,"pooja room,study room,servant room","Sector 86 Gurgaon, Gurgaon, Haryana",21,North-West,5 to 10 Year Old,"['City Square', 'Vatika Town Square', 'Bharat Ram Global School', 'Shishu Kalyan School', 'DSD College', 'Amity University', 'ICFAI University', 'Canara Bank ATM', 'Axis Bank ATM', 'Arc Hospital', 'Rathore IMT Hospital', 'Indira Gandhi Airport', 'Yes Bank', 'Canara Bank', 'Patil Station']","Call for more details 95605-09397 key in hend dlf new town heights 2 is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector-86 gurgaon is your opportunity to be a part of this community. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2364 sq.Ft. This flat lies on the 21st level of a 22 storey building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The society is well equipped with many modern amenities, including swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s).
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity3 out of 5']"
2 BHK Flat in Sector 81 Gurgaon,flat,bestech park view ananda,0.95,6985.0,1360.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,not available,"Upper Floor, Sector 81 Gurgaon, Gurgaon, Haryana",13,South-East,1 to 5 Year Old,"['Metro Station Kankrola sec 87', 'Sapphire 83 Mall', 'Dwarka Expressway', ""St. Xavier's High School"", 'Miracles Apollo Cradle /Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Heritage Village Resort & Spa', 'SkyJumper Trampoline Park', 'National Tennis Academy']","Check out this 2 bhk apartment for sale in bestech park view ananda, a popular residential project that houses in-Demand flats in sector 81 gurgaon. The flat is facing the east direction. Constructed on a super built up area of 1360 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 13th level of a 15 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Bestech park view ananda is designed very well to provide modern facilities such as swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, fitness centre / gym, park, lift(s) and visitor parking. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '6 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']"
3 BHK Flat in Sector 90 Gurgaon,flat,dlf regal gardens,1.21,6926.0,1747.0,Super Built up area 1747(162.3 sq.m.),3,3,3+,others,"Multiple Options In, Sector 90 Gurgaon, Gurgaon, Haryana",29,West,1 to 5 Year Old,"['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School', 'ICICI Bank ATM, Sector 86', 'Silver Streak Multi Speciality', 'Aarvy Healthcare Super Speciality', 'Miracles Apollo Cradle Hospital', 'HDFC Bank, Pataudi Rd', 'Canara Bank - Nawada Fatehpur', 'State Bank of India', 'Minda Industries Nawada Fatehpur', 'Holiday Inn Gurugram Sector 90', 'M3M SCO Shop cum Office']","We have all size and multiple options in all floors available in dlf regal garden. We are registered channel partner for dlf and registered under -Rera, transparent and fair deal guaranteed with direct party meetings. A 3 bedroom resale flat, located in sector-90, gurgaon, is available. It is a ready to move in unfurnished flat located in dlf regal gardens. Situated in a prominent locality, it is a 0-1 year old property, which is in its prime condition. The flat is on the 14th floor of the building. Aesthetically designed with wood flooring, this property has 3 bathroom(s). The property also has more than 3balcony(s). The flat faces the north direction and has a good view of the locality. The flat is a freehold property and has a super built-Up area of 1818 sq. Ft. The flat is located in a gated society and offers good security. It offers a number of important facilities like club house/community center, fitness centre/gym, intercom facility, lift(s), park, rain water harvesting, swimming pool, visitor parking, water storage and security/fire alarm. The unit has 1 covered parking and 0 open parking and full power backup. It has a water supply from the municipal corporation.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 81 Gurgaon,flat,dlf the ultima,2.2,11190.0,1966.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,servant room,"Best Deal, Sector 81 Gurgaon, Gurgaon, Haryana",7,North-East,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","R tower, sun facing middle floor flat available on resale option, call 95605-09397 for more information. We exclusive deals in dlf nth, dlf regal garden, dlf skycourt, dlf primus, dlf ultima, call for more details and site visit, direct and multiple deals under one platform. We are exclusive dealing in dlf projects & registered under rera 68/2017
Project has vrv acs, modular kitchen, with dishwasher, refrigerator, oven, microwave, cook top, wardrobes in all bed rooms.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '8 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
4 BHK Flat in Sector 90 Gurgaon,flat,dlf regal gardens,1.65,7449.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2214 sq.ft. (205.69 sq.m.)Carpet area: 2213 sq.ft. (205.59 sq.m.),4,4,3+,not available,"1256, Sector 90 Gurgaon, Gurgaon, Haryana",15,East,1 to 5 Year Old,"['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School', 'ICICI Bank ATM, Sector 86', 'Silver Streak Multi Speciality', 'Aarvy Healthcare Super Speciality', 'Miracles Apollo Cradle Hospital', 'HDFC Bank, Pataudi Rd', 'Canara Bank - Nawada Fatehpur', 'State Bank of India', 'Minda Industries Nawada Fatehpur', 'Holiday Inn Gurugram Sector 90', 'M3M SCO Shop cum Office']","This 4 bhk apartment is available for sale in dlf regal gardens, one of the most prominent projects for flats in sector 90 gurgaon. This is a east-Facing property. Constructed on a super built up area of 2215 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 29 floors and this property is situated on 15th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat comes well built with wood flooring options. All the modern amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security personnel will make life easier for you. This residential project ensures a 24*7 water supply for its residents.","['1 Exhaust Fan', '4 Geyser', '10 Light', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 84 Gurgaon,flat,antriksh heights,0.9,4931.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,not available,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",11,South,1 to 5 Year Old,"['Old Bengali Market', 'MatriKiran High School', 'Society Park']","3 bhk middle floor unit for sale for more details feel free to call us
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Green Area4.5 out of 5', 'Construction3.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']"
2 BHK Flat in Sector 84 Gurgaon,flat,antriksh heights,0.54,4458.0,1211.0,Super Built up area 1200(111.48 sq.m.),2,2,3+,not available,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",17,North-West,1 to 5 Year Old,"['Old Bengali Market', 'MatriKiran High School', 'Society Park']","Corner unit facing park and pool for sale for more details feel free to call us
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area4.5 out of 5', 'Construction3.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']"
4 BHK Flat in Sector 84 Gurgaon,flat,antriksh heights,1.02,4868.0,2095.0,Super Built up area 2095(194.63 sq.m.),4,4,3+,"servant room,pooja room","Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",11,North,1 to 5 Year Old,"['Old Bengali Market', 'MatriKiran High School', 'Society Park']","Middle floor unit for sale for more details feel free to call us
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area4.5 out of 5', 'Construction3.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']"
4 BHK Flat in Sector 90 Gurgaon,flat,dlf regal gardens,1.78,8040.0,2214.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,not available,"Sector 90 Gurgaon, Gurgaon, Haryana",12,North-East,1 to 5 Year Old,"['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School', 'ICICI Bank ATM, Sector 86', 'Silver Streak Multi Speciality', 'Aarvy Healthcare Super Speciality', 'Miracles Apollo Cradle Hospital', 'HDFC Bank, Pataudi Rd', 'Canara Bank - Nawada Fatehpur', 'State Bank of India', 'Minda Industries Nawada Fatehpur', 'Holiday Inn Gurugram Sector 90', 'M3M SCO Shop cum Office']","Sunfacing 4bhk unit in resale, call 9560 five09397 for more details and site visit. We are registered channel partner for dlf and registered under -Rera, transparent and fair deal guaranteed with direct party meetings. It is a ready to move in flat located in dlf regal gardens. Situated in a prominent locality, it is a 0-1 year old property, which is in its prime condition. The flat is on the 5th floor of the building. Aesthetically designed, this property has 3 bathroom(s). The property also has more than 3balcony(s). The flat faces the north direction and has a good view of the locality. The flat is a freehold property and has a super built-Up area of 1755 sq. Ft. The flat is located in a gated society and offers good security. It offers a number of important facilities like club house/community center, fitness centre/gym, lift(s), security personnel, water softening plant, swimming pool, park, rain water harvesting, visitor parking, water storage, security/fire alarm and intercom facility. The unit has 1 covered parking and full power backup.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 90 Gurgaon,flat,dlf regal gardens,1.29,7103.0,1816.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3,3,3+,servant room,"235, Sector 90 Gurgaon, Gurgaon, Haryana",12,South-East,1 to 5 Year Old,"['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School', 'ICICI Bank ATM, Sector 86', 'Silver Streak Multi Speciality', 'Aarvy Healthcare Super Speciality', 'Miracles Apollo Cradle Hospital', 'HDFC Bank, Pataudi Rd', 'Canara Bank - Nawada Fatehpur', 'State Bank of India', 'Minda Industries Nawada Fatehpur', 'Holiday Inn Gurugram Sector 90', 'M3M SCO Shop cum Office']","Dlf regal gardens is one of the most popular destination for buying apartments/ flats in sector 90 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is west-Facing direction. The flat is over 1818 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat is situated on the 12th floor of this 29 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed wood flooring enhances the beauty of the flat. Dlf regal gardens is designed very well to provide modern facilities such as maintenance staff, visitor parking, park, lift(s), shopping centre, fitness centre / gym, swimming pool, club house / community center, security personnel and water softening plant. This residential project ensures a 24*7 water supply for its residents.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['1 Exhaust Fan', '3 Geyser', '7 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 90 Gurgaon,flat,dlf regal gardens,1.25,5931.0,2108.0,Super Built up area 1720(159.79 sq.m.),3,3,3,others,"Maximum Option In, Sector 90 Gurgaon, Gurgaon, Haryana",18,North-East,1 to 5 Year Old,"['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School', 'ICICI Bank ATM, Sector 86', 'Silver Streak Multi Speciality', 'Aarvy Healthcare Super Speciality', 'Miracles Apollo Cradle Hospital', 'HDFC Bank, Pataudi Rd', 'Canara Bank - Nawada Fatehpur', 'State Bank of India', 'Minda Industries Nawada Fatehpur', 'Holiday Inn Gurugram Sector 90', 'M3M SCO Shop cum Office']","Multiple options for sale. Call 95605-09397, we are registered channel partner for dlf and registered under -Rera, transparent and fair deal guaranteed with direct party meetings.
We deal in dlf project like dlf nth 86 90 & 91, dlf regal garden, dlf skycourt, dlf primus & dlf ultima
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 81 Gurgaon,flat,dlf the ultima,2.5,11726.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 2130 sq.ft. (197.88 sq.m.)Carpet area: 2129 sq.ft. (197.79 sq.m.),3,3,2,servant room,"888, Sector 81 Gurgaon, Gurgaon, Haryana",4,South-East,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Located in the popular residential address of sector 81 gurgaon, dlf the ultima is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This is a west-Facing property. The flat is over 2132 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 4th level of a 29 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat comes well built with wood flooring options. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and water softening plant. The project provides a continuous supply of water to its flats.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['1 Fridge', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Microwave', '1 Washing Machine', '23 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
